lead_age_days,email_opens,website_visits,demo_requested,pricing_page_visits,company_size,industry,lead_source,response_time_hours,num_interactions,budget_indicated,decision_maker,converted,conversion_probability,lead_score,lead_grade
5,3,28,0,8,1,4,0,44,26,0,0,0,0.26,26.0,Warm
65,17,35,0,1,4,3,0,43,15,0,0,0,0.09,9.0,Cold
49,14,21,0,6,1,3,0,31,16,1,1,1,0.32,32.0,Warm
3,18,46,0,4,2,4,1,65,13,0,0,1,0.95,95.0,Very Hot
45,12,35,0,2,2,3,1,17,25,1,0,1,0.89,89.0,Very Hot
14,18,8,1,8,4,2,2,15,21,0,0,1,0.86,86.0,Very Hot
30,16,38,1,5,2,0,2,34,24,0,1,1,0.99,99.0,Very Hot
68,5,18,0,0,1,0,2,4,7,0,0,0,0.0,0.0,
18,15,37,0,4,1,0,2,28,25,0,1,1,0.99,99.0,Very Hot
62,11,5,0,6,2,2,0,2,23,0,0,0,0.04,4.0,Cold
37,18,46,0,3,4,3,1,17,20,0,0,1,0.98,98.0,Very Hot
25,4,14,0,7,1,4,1,58,4,1,1,0,0.01,1.0,Cold
48,16,19,1,9,1,1,1,9,11,0,1,1,0.5,50.0,Warm
65,0,8,0,4,3,3,1,31,8,0,1,0,0.0,0.0,
53,9,31,1,8,4,2,2,66,6,1,1,1,0.92,92.0,Very Hot
79,14,3,0,8,3,2,0,62,25,1,0,0,0.06,6.0,Cold
73,10,49,0,8,2,0,1,19,10,1,1,1,0.98,98.0,Very Hot
15,12,17,0,0,2,3,3,55,7,0,0,0,0.0,0.0,
49,4,4,0,1,3,0,0,28,7,0,0,0,0.01,1.0,Cold
88,0,19,0,2,4,1,3,50,4,0,1,0,0.01,1.0,Cold
68,11,22,0,3,1,0,0,65,3,0,1,0,0.0,0.0,
12,10,10,1,9,2,1,0,3,24,0,1,1,0.87,87.0,Very Hot
59,16,36,0,8,4,2,0,52,7,0,1,1,0.92,92.0,Very Hot
37,3,21,0,9,4,0,3,10,4,1,1,0,0.06,6.0,Cold
61,14,3,1,5,2,0,1,21,13,1,0,0,0.09,9.0,Cold
43,8,28,1,0,2,4,1,37,20,0,1,0,0.13,13.0,Cold
70,19,43,1,8,4,2,3,15,17,0,1,1,0.97,97.0,Very Hot
39,18,33,0,5,1,4,1,9,27,0,1,1,0.97,97.0,Very Hot
56,18,12,1,3,3,1,2,44,7,0,1,0,0.04,4.0,Cold
63,11,41,0,3,2,1,1,39,17,0,1,0,0.49,49.0,Warm
46,4,8,0,2,3,2,2,5,26,1,1,0,0.02,2.0,Cold
88,9,41,0,6,4,1,2,25,26,0,0,1,0.8,80.0,Very Hot
11,16,30,0,2,3,2,2,56,4,0,1,0,0.08,8.0,Cold
62,4,6,0,1,1,1,3,64,11,0,0,0,0.0,0.0,
77,15,3,0,9,4,3,1,52,3,1,0,0,0.08,8.0,Cold
25,6,18,0,7,1,0,1,9,11,1,0,0,0.05,5.0,Cold
71,8,41,0,3,4,3,3,10,3,1,0,0,0.35,35.0,Warm
52,2,29,0,7,1,2,3,10,12,0,0,0,0.04,4.0,Cold
4,14,30,1,0,4,2,1,62,1,0,0,0,0.13,13.0,Cold
59,15,34,1,4,1,3,3,60,4,0,0,0,0.33,33.0,Warm
72,17,20,0,8,4,0,3,19,14,0,0,0,0.11,11.0,Cold
20,13,30,1,0,1,0,2,38,1,1,0,0,0.11,11.0,Cold
63,2,18,0,3,4,4,3,6,14,0,0,0,0.0,0.0,
54,11,30,0,5,1,1,2,15,13,0,1,0,0.06,6.0,Cold
74,8,31,0,9,2,4,0,47,13,0,0,0,0.12,12.0,Cold
57,6,1,0,7,3,0,2,45,24,0,0,0,0.02,2.0,Cold
41,8,9,1,2,4,3,2,5,15,0,0,0,0.04,4.0,Cold
3,12,1,0,4,1,1,3,53,17,0,0,0,0.02,2.0,Cold
6,17,1,0,6,2,3,1,66,12,0,1,0,0.02,2.0,Cold
5,4,23,0,0,4,4,0,62,22,0,0,0,0.04,4.0,Cold
5,12,16,0,6,4,2,0,23,23,1,0,1,0.39,39.0,Warm
54,3,31,1,7,4,3,0,44,26,0,0,1,0.89,89.0,Very Hot
47,1,15,1,7,3,4,1,52,14,0,1,0,0.06,6.0,Cold
87,15,15,0,8,1,4,0,46,12,0,1,0,0.29,29.0,Warm
49,8,45,1,5,1,4,0,19,18,1,0,1,0.99,99.0,Very Hot
9,8,38,0,5,4,2,1,47,4,1,0,0,0.16,16.0,Cold
20,5,30,1,1,4,2,0,52,27,0,0,0,0.19,19.0,Cold
61,10,42,0,2,4,2,3,24,14,0,1,0,0.48,48.0,Warm
35,0,23,0,3,2,1,3,17,19,1,0,0,0.0,0.0,
50,3,0,0,3,4,2,2,46,29,1,0,0,0.05,5.0,Cold
82,12,10,0,7,3,2,2,64,13,0,0,0,0.01,1.0,Cold
62,12,20,0,0,1,2,2,28,25,0,0,0,0.03,3.0,Cold
17,12,3,0,9,3,3,3,50,23,0,0,0,0.12,12.0,Cold
88,1,6,0,3,4,2,3,64,18,1,0,0,0.02,2.0,Cold
3,8,25,1,3,2,1,3,28,11,0,0,0,0.11,11.0,Cold
32,7,46,0,0,4,4,2,56,28,0,0,0,0.17,17.0,Cold
13,6,49,0,2,4,3,2,59,6,0,1,0,0.07,7.0,Cold
89,3,11,0,4,4,0,2,5,9,0,0,0,0.0,0.0,
73,17,30,1,5,4,2,2,54,12,1,1,1,0.79,79.0,Very Hot
68,2,16,0,8,4,4,2,44,19,1,1,0,0.07,7.0,Cold
14,5,32,1,8,1,4,2,42,14,0,1,1,0.94,94.0,Very Hot
11,11,10,1,8,3,3,3,57,15,1,1,1,0.78,78.0,Very Hot
56,11,27,0,0,2,0,1,47,11,0,0,0,0.0,0.0,
67,7,31,0,8,4,1,1,25,6,1,0,0,0.14,14.0,Cold
29,0,0,0,7,2,4,2,44,14,1,1,0,0.01,1.0,Cold
9,3,46,0,1,1,4,1,15,3,1,1,0,0.21,21.0,Cold
67,10,27,1,0,3,4,1,51,19,1,1,0,0.15,15.0,Cold
25,2,41,1,0,4,4,3,53,20,0,0,0,0.11,11.0,Cold
76,12,6,0,5,1,3,2,34,25,1,1,0,0.1,10.0,Cold
42,16,1,0,8,1,0,2,8,11,0,1,0,0.08,8.0,Cold
9,9,41,1,6,3,4,1,70,29,0,0,1,0.95,95.0,Very Hot
79,11,23,0,4,4,1,2,21,24,0,1,0,0.18,18.0,Cold
40,14,3,0,1,3,1,2,7,17,0,0,0,0.0,0.0,
25,9,43,0,0,3,2,2,56,29,1,0,1,0.79,79.0,Very Hot
5,13,18,0,1,2,4,2,49,28,0,0,0,0.07,7.0,Cold
11,12,25,1,0,2,4,1,42,27,1,0,1,0.81,81.0,Very Hot
59,4,10,0,2,3,4,0,23,17,1,1,0,0.01,1.0,Cold
88,5,39,0,5,2,4,1,52,23,1,1,1,0.87,87.0,Very Hot
79,1,49,1,7,1,4,3,53,3,0,1,1,0.51,51.0,Hot
38,16,42,0,2,3,1,0,16,14,0,0,1,0.7,70.0,Hot
72,3,10,1,9,4,0,0,37,27,0,0,0,0.07,7.0,Cold
5,13,44,0,8,4,0,0,18,7,0,0,1,0.96,96.0,Very Hot
48,9,2,0,9,1,2,1,20,25,1,1,0,0.13,13.0,Cold
18,2,11,1,4,4,1,3,46,19,1,0,0,0.05,5.0,Cold
70,2,2,0,6,4,4,1,2,3,0,1,0,0.0,0.0,
37,14,41,0,7,3,0,3,63,2,1,0,1,0.86,86.0,Very Hot
60,5,26,0,2,1,3,1,3,26,0,0,0,0.07,7.0,Cold
48,16,48,0,1,3,3,1,46,17,0,0,1,0.83,83.0,Very Hot
77,11,1,0,1,1,3,1,49,9,0,0,0,0.0,0.0,
28,19,48,1,4,3,4,0,1,22,0,1,1,0.93,93.0,Very Hot
69,10,15,1,0,3,4,1,22,6,1,1,0,0.03,3.0,Cold
77,3,1,1,1,2,2,3,14,24,1,1,0,0.07,7.0,Cold
81,5,29,0,8,4,2,3,45,27,1,1,1,0.86,86.0,Very Hot
40,0,19,0,6,1,2,3,6,21,0,1,0,0.02,2.0,Cold
45,19,37,0,5,4,3,0,65,9,0,1,1,0.85,85.0,Very Hot
62,15,27,1,8,2,4,1,21,27,0,1,1,0.98,98.0,Very Hot
58,14,24,0,6,1,3,1,4,5,1,1,1,0.39,39.0,Warm
67,16,31,0,4,2,2,2,3,2,0,0,0,0.12,12.0,Cold
56,7,9,1,8,4,4,0,30,22,0,0,0,0.14,14.0,Cold
40,11,41,0,5,3,1,3,31,15,1,1,1,0.94,94.0,Very Hot
40,9,39,0,5,2,0,3,34,9,1,0,1,0.53,53.0,Hot
77,14,32,1,3,2,0,1,20,19,1,0,1,0.92,92.0,Very Hot
33,8,12,1,0,3,2,3,54,10,1,1,0,0.04,4.0,Cold
6,1,40,0,4,4,3,1,25,4,0,0,0,0.09,9.0,Cold
88,4,41,0,8,2,1,1,15,10,0,1,1,0.95,95.0,Very Hot
19,5,46,1,7,4,4,2,38,27,0,0,1,0.96,96.0,Very Hot
80,6,36,0,7,3,3,0,23,8,0,1,0,0.44,44.0,Warm
40,0,15,0,4,1,2,1,52,22,0,0,0,0.0,0.0,
59,6,44,0,8,2,3,1,66,13,0,1,1,0.88,88.0,Very Hot
59,19,21,0,2,4,2,1,57,7,1,1,0,0.1,10.0,Cold
48,11,19,0,2,3,0,2,57,7,0,1,0,0.0,0.0,
41,15,49,0,0,3,0,1,52,4,0,0,0,0.33,33.0,Warm
13,15,42,0,8,2,3,0,35,15,1,0,1,0.99,99.0,Very Hot
45,10,26,0,5,1,1,0,14,12,0,1,0,0.13,13.0,Cold
89,3,40,1,1,2,4,3,14,16,1,1,1,0.85,85.0,Very Hot
53,12,15,1,7,4,2,0,33,6,1,1,1,0.71,71.0,Hot
42,6,33,1,8,3,4,3,52,28,1,1,1,0.95,95.0,Very Hot
63,3,31,0,8,1,0,0,1,9,0,0,0,0.07,7.0,Cold
27,14,25,0,1,4,1,3,34,3,1,0,0,0.09,9.0,Cold
38,18,24,0,1,2,1,1,19,8,0,1,0,0.08,8.0,Cold
60,8,1,1,6,3,4,2,24,7,1,1,0,0.11,11.0,Cold
7,10,11,0,3,2,0,2,4,4,0,0,0,0.03,3.0,Cold
5,7,39,0,0,1,4,2,36,26,0,0,0,0.25,25.0,Cold
45,0,8,1,7,1,3,1,58,13,1,1,0,0.06,6.0,Cold
58,7,11,0,1,1,1,2,32,19,0,1,0,0.02,2.0,Cold
31,12,25,0,2,1,1,0,9,7,1,0,0,0.03,3.0,Cold
23,3,8,1,4,1,3,3,67,10,0,0,0,0.0,0.0,
42,7,9,1,2,2,0,1,20,25,1,0,0,0.14,14.0,Cold
10,2,31,0,6,1,1,2,62,12,1,0,0,0.05,5.0,Cold
32,8,33,1,6,1,2,0,58,26,0,1,1,0.93,93.0,Very Hot
53,1,47,0,1,3,2,0,22,3,0,1,0,0.1,10.0,Cold
30,1,19,1,6,1,0,1,67,26,1,1,1,0.75,75.0,Hot
39,12,38,0,5,3,3,1,48,25,1,1,1,0.95,95.0,Very Hot
31,14,1,0,9,3,4,2,8,29,0,0,0,0.15,15.0,Cold
82,11,0,0,8,3,0,3,15,24,1,1,0,0.12,12.0,Cold
2,3,35,1,8,2,4,2,32,12,0,1,1,0.92,92.0,Very Hot
78,7,23,0,1,2,0,2,53,19,0,1,0,0.01,1.0,Cold
77,8,26,0,6,4,2,1,67,15,0,0,0,0.06,6.0,Cold
12,4,1,0,4,4,3,2,4,8,1,1,0,0.02,2.0,Cold
39,19,30,1,5,3,2,2,30,12,1,1,1,0.94,94.0,Very Hot
66,17,13,0,0,2,3,3,13,20,0,0,0,0.01,1.0,Cold
13,10,1,0,6,1,4,0,21,6,0,0,0,0.01,1.0,Cold
46,14,28,0,5,4,0,0,41,28,1,1,1,0.96,96.0,Very Hot
27,8,14,0,3,2,1,3,19,10,0,1,0,0.01,1.0,Cold
17,16,11,0,0,1,1,0,48,2,1,0,0,0.02,2.0,Cold
60,11,36,0,8,1,3,2,63,24,0,0,1,0.88,88.0,Very Hot
64,6,27,0,3,2,3,3,20,13,0,0,0,0.03,3.0,Cold
88,9,19,0,1,4,2,3,64,25,0,0,0,0.0,0.0,
35,9,38,1,7,2,1,1,37,7,1,1,1,0.92,92.0,Very Hot
70,12,23,0,1,4,2,0,31,8,1,0,0,0.04,4.0,Cold
83,18,20,0,4,3,4,1,18,23,0,0,0,0.09,9.0,Cold
30,10,9,1,5,2,1,2,20,16,0,1,0,0.15,15.0,Cold
71,12,45,0,7,2,4,3,11,11,0,0,1,0.91,91.0,Very Hot
74,7,13,1,0,4,0,2,44,26,1,1,0,0.17,17.0,Cold
63,7,36,0,0,4,2,0,64,4,1,0,0,0.01,1.0,Cold
28,3,17,0,3,2,3,1,34,17,1,1,0,0.01,1.0,Cold
60,14,23,0,4,1,1,0,65,16,1,1,0,0.05,5.0,Cold
79,10,13,1,8,1,2,2,55,19,1,0,0,0.14,14.0,Cold
37,10,33,0,6,1,3,1,1,23,0,1,1,0.94,94.0,Very Hot
22,0,11,0,6,3,0,0,38,27,0,1,0,0.08,8.0,Cold
68,16,21,1,7,3,1,2,9,11,1,1,1,0.76,76.0,Very Hot
20,14,5,0,4,4,4,0,71,7,0,0,0,0.04,4.0,Cold
68,19,35,0,4,3,0,3,17,27,0,0,1,0.9,90.0,Very Hot
64,5,44,0,0,1,3,1,52,13,0,0,0,0.01,1.0,Cold
17,14,35,1,8,2,1,1,18,19,0,0,1,0.97,97.0,Very Hot
12,8,21,0,5,3,1,1,63,17,0,0,0,0.0,0.0,
22,13,13,0,8,3,0,3,33,26,0,0,0,0.15,15.0,Cold
17,17,15,0,2,1,1,1,4,25,0,1,0,0.11,11.0,Cold
10,16,35,0,4,3,3,3,52,28,0,1,1,0.89,89.0,Very Hot
65,17,24,1,1,4,0,1,9,22,0,1,1,0.4,40.0,Warm
22,4,31,1,9,2,4,0,64,13,1,1,1,0.9,90.0,Very Hot
82,19,32,1,4,1,0,0,30,29,0,0,1,0.95,95.0,Very Hot
50,19,44,1,7,4,0,0,8,12,1,1,1,0.99,99.0,Very Hot
14,8,35,0,1,1,4,0,5,7,1,1,0,0.42,42.0,Warm
64,10,19,0,7,4,3,3,63,1,1,0,0,0.03,3.0,Cold
47,0,17,1,3,2,2,2,1,1,1,0,0,0.04,4.0,Cold
29,17,37,0,9,2,2,2,15,20,0,1,1,0.97,97.0,Very Hot
76,5,2,0,9,4,4,0,38,23,0,0,0,0.1,10.0,Cold
36,1,22,1,0,4,3,2,42,14,1,1,0,0.12,12.0,Cold
52,14,31,0,4,4,1,2,46,27,0,1,1,0.77,77.0,Very Hot
76,13,44,1,0,4,4,1,53,15,0,0,0,0.2,20.0,Cold
7,4,15,0,6,4,2,3,26,11,0,1,0,0.01,1.0,Cold
29,5,4,0,7,4,3,0,61,24,1,0,0,0.02,2.0,Cold
11,5,3,0,2,2,0,2,67,26,0,1,0,0.09,9.0,Cold
33,17,20,0,2,4,3,2,54,9,0,1,0,0.02,2.0,Cold
6,13,39,1,6,3,3,0,22,17,1,0,1,0.96,96.0,Very Hot
79,9,13,0,3,2,2,1,26,4,1,1,0,0.0,0.0,
32,13,38,0,2,1,2,0,60,20,0,1,0,0.2,20.0,Cold
51,12,30,0,7,2,1,1,39,19,1,0,1,0.95,95.0,Very Hot
75,2,13,0,2,1,1,2,36,7,0,1,0,0.01,1.0,Cold
58,5,5,0,6,1,4,3,21,1,1,0,0,0.02,2.0,Cold
87,7,11,1,1,3,0,1,41,9,0,1,0,0.0,0.0,
26,11,15,0,0,4,1,1,48,13,0,0,0,0.01,1.0,Cold
46,12,16,1,5,4,2,0,26,24,1,1,1,0.79,79.0,Very Hot
29,10,44,1,7,2,3,2,63,2,0,1,1,0.9,90.0,Very Hot
4,11,22,0,0,4,4,3,36,2,0,1,0,0.04,4.0,Cold
81,0,13,0,9,3,1,0,24,24,1,1,0,0.13,13.0,Cold
13,16,6,1,8,2,3,0,21,27,0,1,1,0.9,90.0,Very Hot
39,15,45,0,2,2,3,3,18,15,1,0,1,0.94,94.0,Very Hot
15,10,31,0,2,2,1,2,15,17,0,0,0,0.04,4.0,Cold
29,12,14,0,3,4,0,3,6,13,0,0,0,0.02,2.0,Cold
29,17,43,1,0,4,0,0,43,7,1,0,1,0.86,86.0,Very Hot
75,10,16,1,8,4,4,0,31,9,0,0,0,0.28,28.0,Warm
32,11,40,1,2,2,0,1,28,12,0,1,1,0.79,79.0,Very Hot
2,5,46,0,9,2,4,3,8,3,0,1,1,0.93,93.0,Very Hot
47,8,43,0,3,1,2,3,29,23,1,0,1,0.88,88.0,Very Hot
78,15,33,0,0,1,1,3,21,22,0,0,0,0.18,18.0,Cold
84,3,4,0,3,4,3,0,58,15,0,0,0,0.0,0.0,
22,2,44,0,0,2,4,2,60,7,0,1,0,0.07,7.0,Cold
75,15,26,1,4,4,0,0,50,23,0,0,1,0.88,88.0,Very Hot
27,11,22,1,4,4,4,1,31,26,0,1,1,0.75,75.0,Hot
67,10,39,0,6,1,4,0,47,1,1,1,1,0.83,83.0,Very Hot
81,4,13,0,7,3,0,0,34,14,1,1,0,0.02,2.0,Cold
56,17,14,0,3,4,0,0,2,19,0,0,0,0.02,2.0,Cold
21,18,42,0,6,3,1,1,67,16,0,0,1,0.93,93.0,Very Hot
47,5,32,1,3,3,3,3,52,10,1,0,0,0.3,30.0,Warm
80,17,30,1,2,2,1,2,7,1,0,0,0,0.1,10.0,Cold
59,5,34,0,5,2,1,2,19,5,0,1,0,0.12,12.0,Cold
84,3,16,0,3,4,0,1,15,3,1,0,0,0.0,0.0,
6,11,27,0,2,1,0,3,48,17,1,0,0,0.16,16.0,Cold
19,18,18,0,8,1,3,3,14,18,0,1,1,0.78,78.0,Very Hot
57,1,45,0,4,4,4,1,3,26,0,0,1,0.69,69.0,Hot
69,16,22,0,6,4,1,0,50,21,0,0,0,0.04,4.0,Cold
3,10,31,0,5,1,3,3,54,27,0,1,1,0.9,90.0,Very Hot
1,10,39,1,9,3,1,2,6,19,1,1,1,0.98,98.0,Very Hot
58,15,12,0,4,4,4,1,49,22,0,0,0,0.03,3.0,Cold
38,1,19,0,6,3,1,2,23,25,1,1,0,0.13,13.0,Cold
15,1,34,0,5,4,2,0,20,22,0,1,0,0.2,20.0,Cold
34,7,4,0,9,4,3,1,60,18,0,0,0,0.03,3.0,Cold
61,12,8,0,1,3,0,2,45,16,0,1,0,0.02,2.0,Cold
35,9,28,0,2,3,1,2,61,2,1,1,0,0.05,5.0,Cold
64,7,5,0,1,1,3,0,56,15,1,1,0,0.0,0.0,
25,3,24,0,2,4,3,1,2,13,0,1,0,0.01,1.0,Cold
24,14,30,1,0,2,1,3,45,13,0,0,0,0.05,5.0,Cold
12,0,21,0,7,2,0,3,40,16,1,1,0,0.04,4.0,Cold
18,10,1,1,5,4,0,2,24,8,0,0,0,0.03,3.0,Cold
15,6,44,0,1,4,1,0,29,11,0,0,0,0.08,8.0,Cold
80,16,4,0,7,4,3,2,67,8,0,0,0,0.0,0.0,
27,19,26,0,5,3,0,0,68,22,0,1,1,0.82,82.0,Very Hot
72,17,24,0,6,2,1,3,66,10,1,1,0,0.07,7.0,Cold
60,11,7,1,0,2,1,2,54,23,0,0,0,0.01,1.0,Cold
46,8,0,1,6,2,1,2,53,1,1,1,0,0.03,3.0,Cold
89,4,19,1,2,4,3,0,49,12,1,1,0,0.06,6.0,Cold
17,9,43,1,7,3,0,1,32,9,1,1,1,0.94,94.0,Very Hot
53,3,22,0,5,4,3,0,61,5,0,0,0,0.01,1.0,Cold
8,4,31,0,3,1,2,1,42,9,0,1,0,0.03,3.0,Cold
79,9,10,0,7,1,0,3,1,16,0,1,0,0.03,3.0,Cold
27,10,38,1,8,2,3,2,63,18,0,0,1,0.91,91.0,Very Hot
46,9,46,1,9,4,0,2,35,8,1,0,1,0.89,89.0,Very Hot
50,7,23,0,1,1,2,0,51,23,1,1,0,0.02,2.0,Cold
71,1,10,1,5,1,4,0,71,11,1,1,0,0.13,13.0,Cold
3,7,28,0,4,4,1,3,45,20,0,1,0,0.04,4.0,Cold
64,15,25,0,4,3,3,3,65,19,0,0,0,0.05,5.0,Cold
44,4,15,0,9,4,2,1,14,4,0,1,0,0.03,3.0,Cold
53,2,34,0,2,4,2,3,3,20,1,0,0,0.21,21.0,Cold
24,11,19,1,7,3,0,3,24,26,0,0,1,0.89,89.0,Very Hot
60,12,45,0,7,2,0,3,65,10,0,0,1,0.83,83.0,Very Hot
3,12,2,0,4,2,1,3,48,24,0,0,0,0.02,2.0,Cold
20,9,0,0,7,2,0,1,10,13,1,1,0,0.03,3.0,Cold
46,3,46,0,9,3,3,3,13,29,1,1,1,0.98,98.0,Very Hot
15,8,0,0,7,1,3,1,14,20,1,0,0,0.04,4.0,Cold
25,1,16,0,2,3,3,0,10,14,1,1,0,0.0,0.0,
78,18,1,0,1,4,4,2,40,21,0,0,0,0.07,7.0,Cold
71,0,28,0,8,3,3,0,23,2,0,0,0,0.15,15.0,Cold
17,6,19,0,1,1,0,3,55,29,0,1,0,0.04,4.0,Cold
84,16,5,1,8,1,0,2,63,4,0,0,0,0.09,9.0,Cold
9,2,7,0,3,4,3,3,71,7,1,0,0,0.0,0.0,
38,19,28,0,1,2,2,3,42,19,0,0,0,0.3,30.0,Warm
48,19,47,0,9,1,2,0,66,17,0,1,1,0.97,97.0,Very Hot
60,2,32,0,0,1,2,3,47,16,0,0,0,0.01,1.0,Cold
63,2,2,0,3,1,1,0,52,13,0,0,0,0.01,1.0,Cold
86,16,34,1,8,4,4,3,18,24,1,1,1,0.99,99.0,Very Hot
2,6,4,1,8,1,3,1,18,24,0,0,0,0.45,45.0,Warm
88,13,26,1,3,2,1,2,24,22,0,0,0,0.66,66.0,Hot
72,16,43,0,8,4,2,0,23,23,0,0,1,0.98,98.0,Very Hot
11,17,11,0,5,2,3,0,12,26,0,0,0,0.04,4.0,Cold
64,12,19,1,0,1,1,2,23,27,0,1,0,0.28,28.0,Warm
77,19,44,0,9,1,0,0,21,18,0,1,1,0.98,98.0,Very Hot
81,19,19,0,5,2,2,2,64,21,1,1,1,0.7,70.0,Hot
72,17,8,1,8,4,1,1,34,12,0,0,0,0.27,27.0,Warm
21,3,38,0,1,4,0,3,2,23,0,0,0,0.1,10.0,Cold
18,0,3,0,5,2,2,1,69,25,1,0,0,0.05,5.0,Cold
64,17,18,0,1,1,4,3,31,1,0,0,0,0.02,2.0,Cold
82,0,37,0,3,3,2,2,68,15,0,0,0,0.03,3.0,Cold
38,12,26,0,7,2,4,1,70,3,1,0,0,0.04,4.0,Cold
32,19,44,0,6,2,4,3,19,6,1,0,1,0.95,95.0,Very Hot
11,19,42,0,8,2,4,2,13,14,1,1,1,0.99,99.0,Very Hot
45,9,12,0,6,1,3,3,65,23,0,0,0,0.06,6.0,Cold
89,10,12,0,0,4,3,0,6,6,0,0,0,0.01,1.0,Cold
33,8,21,1,1,1,4,0,71,1,0,0,0,0.04,4.0,Cold
41,8,27,0,5,2,0,2,27,20,0,0,0,0.19,19.0,Cold
8,4,46,0,6,1,4,3,52,6,1,1,1,0.88,88.0,Very Hot
11,0,44,0,2,1,1,0,48,8,0,0,0,0.06,6.0,Cold
86,16,21,1,8,2,4,1,68,26,0,0,1,0.79,79.0,Very Hot
51,1,42,0,6,1,3,3,44,15,1,0,0,0.16,16.0,Cold
88,12,18,0,5,3,3,3,17,14,1,0,0,0.07,7.0,Cold
41,8,7,0,5,1,1,0,38,16,1,1,0,0.01,1.0,Cold
17,3,7,1,0,1,1,0,10,20,1,1,0,0.04,4.0,Cold
76,4,41,0,4,4,2,2,54,23,0,0,0,0.15,15.0,Cold
46,10,25,0,9,4,0,3,6,16,1,1,1,0.81,81.0,Very Hot
32,18,47,0,2,2,0,1,6,27,0,0,1,0.89,89.0,Very Hot
79,2,25,0,6,2,0,0,52,19,0,0,0,0.06,6.0,Cold
80,11,22,1,9,4,3,3,15,24,1,0,1,0.73,73.0,Hot
54,18,42,1,2,3,0,0,68,1,1,1,1,0.89,89.0,Very Hot
86,18,12,0,4,1,2,2,57,4,1,0,0,0.0,0.0,
20,12,27,1,6,3,2,3,56,24,1,1,1,0.93,93.0,Very Hot
33,6,8,0,2,3,0,3,7,10,1,0,0,0.01,1.0,Cold
74,14,19,0,9,4,1,2,51,20,0,0,0,0.07,7.0,Cold
40,6,18,0,1,2,2,1,58,18,1,1,0,0.02,2.0,Cold
32,7,47,0,5,1,1,0,64,2,1,1,1,0.5,50.0,Warm
2,4,38,1,7,2,3,2,26,4,1,1,1,0.87,87.0,Very Hot
33,13,11,0,3,3,2,3,58,15,0,1,0,0.0,0.0,
77,3,14,0,8,3,1,2,31,29,0,0,0,0.19,19.0,Cold
30,9,30,0,7,2,0,3,66,4,1,0,0,0.23,23.0,Cold
33,19,13,0,6,2,3,2,13,16,0,0,0,0.21,21.0,Cold
77,14,10,0,6,4,4,1,18,15,0,0,0,0.0,0.0,
26,17,25,0,2,2,4,3,13,18,0,1,0,0.15,15.0,Cold
22,19,41,1,5,2,0,2,24,7,0,1,1,0.96,96.0,Very Hot
66,12,26,0,4,4,3,1,57,15,1,1,0,0.05,5.0,Cold
38,7,10,0,0,2,3,1,29,22,0,0,0,0.0,0.0,
46,8,37,1,2,3,3,0,56,11,1,1,1,0.83,83.0,Very Hot
15,15,33,1,0,2,3,3,54,19,0,1,1,0.81,81.0,Very Hot
44,18,42,0,3,1,4,0,5,8,0,0,1,0.92,92.0,Very Hot
49,15,18,1,9,3,1,1,35,24,0,0,1,0.66,66.0,Hot
75,6,5,0,2,4,3,0,19,1,1,1,0,0.0,0.0,
61,13,45,0,3,3,1,0,55,3,0,1,0,0.13,13.0,Cold
67,13,37,0,8,4,3,2,69,5,1,1,1,0.71,71.0,Hot
6,3,48,1,2,1,2,0,44,18,1,0,1,0.86,86.0,Very Hot
9,14,41,0,5,1,2,1,38,12,1,0,1,0.96,96.0,Very Hot
6,2,27,0,5,3,2,0,62,12,1,0,0,0.06,6.0,Cold
73,4,0,0,6,2,3,3,22,21,0,0,0,0.05,5.0,Cold
32,0,34,1,8,3,1,2,40,27,0,1,1,0.98,98.0,Very Hot
41,2,39,0,6,3,4,1,26,26,0,0,1,0.88,88.0,Very Hot
76,14,7,0,0,1,0,0,5,19,0,1,0,0.03,3.0,Cold
8,7,46,0,7,4,4,3,54,9,1,1,1,0.96,96.0,Very Hot
72,3,6,1,4,3,3,1,49,11,1,0,0,0.0,0.0,
50,1,10,1,8,2,2,0,3,17,0,0,0,0.07,7.0,Cold
62,9,38,0,9,1,2,2,38,16,0,1,1,0.91,91.0,Very Hot
84,3,3,0,4,3,1,0,14,4,1,1,0,0.0,0.0,
62,2,24,1,4,3,3,1,47,10,0,0,0,0.0,0.0,
7,1,11,0,1,2,4,1,14,22,1,0,0,0.04,4.0,Cold
75,16,25,1,2,3,3,1,38,15,0,1,0,0.11,11.0,Cold
84,19,37,1,9,3,3,3,64,25,0,1,1,0.95,95.0,Very Hot
80,12,45,0,8,3,2,0,44,19,1,0,1,0.92,92.0,Very Hot
4,4,11,0,6,3,4,0,70,3,0,1,0,0.03,3.0,Cold
6,8,42,0,0,2,0,0,65,28,1,1,1,0.77,77.0,Very Hot
58,5,36,0,2,3,2,2,25,21,1,0,0,0.13,13.0,Cold
22,4,45,0,1,3,4,3,16,23,1,1,1,0.85,85.0,Very Hot
26,9,23,0,0,3,1,3,15,5,1,0,0,0.07,7.0,Cold
3,7,15,0,8,1,2,2,3,11,0,0,0,0.05,5.0,Cold
41,6,12,0,7,2,1,3,67,24,1,0,0,0.08,8.0,Cold
60,6,24,0,4,1,2,2,37,5,1,0,0,0.0,0.0,
14,5,3,0,1,1,3,1,55,7,1,1,0,0.0,0.0,
